@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2}

@data
1553,'2018/08/22 10:57:13:266',6,-7171438,-6908266,-6908266,-7039852,-7039852,-7171438,-7237231,-6908266,-7039852,-6908266,-7237231,-7039852,-7171438,-7237231,-7237231,-7237231,-7171438,-6842473,-7039852,-6842473,-7237231,-7171438,-7368817,-7368817,-7039852,-6974059,-6974059,-6842473,-6908266,-6776680,-7105645,-7237231,-7631989,-7434610,-6710887,-6381922,-6645094,-6908266,-6776680,-6579301,-6842473,-7303024,-7960954,-7829368,-6776680,-6184543,-6513508,-6908266,-6645094,-6513508,-6776680,-7237231,-8092540,-8224126,-7368817,-6645094,-6645094,-6842473,-6710887,-6579301,-6974059,-7039852,-7631989,-8092540,-7829368,-7303024,-6974059,-6710887,-6710887,-6579301,-7171438,-6776680,-6974059,-7631989,-7895161,-7631989,-7171438,-6645094,-6645094,-6513508,-6908266,-6842473,-6842473,-6974059,-6908266,-6710887,-6645094,-6645094,-6645094,-6447715,-6842473,-6776680,-6842473,-6908266,-6842473,-6710887,-6579301,-6579301,-6579301,-6381922,2
1554,'2018/08/22 10:57:13:283',6,-7039852,-7237231,-7303024,-7171438,-7171438,-7303024,-7237231,-6908266,-7039852,-6974059,-7303024,-7237231,-7171438,-7105645,-7171438,-7237231,-7105645,-6908266,-7039852,-6974059,-7303024,-7171438,-7105645,-7237231,-7303024,-7237231,-7237231,-7303024,-7039852,-6974059,-7105645,-7105645,-7237231,-7368817,-7105645,-6776680,-6842473,-7237231,-6974059,-6974059,-6974059,-7237231,-7631989,-7631989,-6974059,-6184543,-6184543,-6776680,-6974059,-6908266,-7105645,-7500403,-8026747,-8158333,-7500403,-6710887,-6645094,-6974059,-6908266,-6842473,-7039852,-7303024,-7829368,-8158333,-8092540,-7631989,-7303024,-7237231,-6842473,-6776680,-6776680,-6842473,-7171438,-7631989,-7960954,-7763575,-7237231,-6710887,-6776680,-6776680,-6908266,-6974059,-6974059,-6974059,-6908266,-6842473,-6842473,-6842473,-6645094,-6645094,-6776680,-6842473,-6842473,-6842473,-6776680,-6710887,-6710887,-6710887,-6710887,-6645094,2
1555,'2018/08/22 10:57:13:306',6,-2500135,-2368549,-2434342,-2697514,-2631721,-2434342,-2565928,-2894893,-3026479,-2894893,-2631721,-2631721,-2631721,-2697514,-2631721,-2500135,-2565928,-2763307,-2829100,-2697514,-2631721,-2631721,-2631721,-2500135,-2171170,-1973791,-2171170,-2565928,-2960686,-2829100,-2565928,-2500135,-2565928,-2434342,-1710619,-1184275,-1710619,-2697514,-2960686,-2829100,-2631721,-2565928,-2763307,-2697514,-1776412,-921103,-1776412,-3421237,-3223858,-3026479,-2697514,-2565928,-2829100,-2960686,-2171170,-1447447,-2368549,-4079167,-3355444,-3158065,-2631721,-2565928,-2763307,-3026479,-2829100,-2631721,-3289651,-4276546,-3026479,-2829100,-2697514,-2631721,-2763307,-3026479,-3355444,-3684409,-4079167,-4408132,-3223858,-3026479,-2894893,-2894893,-2960686,-3092272,-3421237,-3750202,-3815995,-3684409,-3026479,-3026479,-2763307,-2763307,-2829100,-2894893,-3158065,-3355444,-3355444,-3158065,-3026479,-3026479,2
1556,'2018/08/22 10:57:13:322',6,-6974059,-7105645,-7105645,-7500403,-6908266,-7237231,-7171438,-7171438,-6974059,-6974059,-7500403,-7171438,-6974059,-7171438,-7039852,-7368817,-7237231,-6974059,-7303024,-7303024,-7303024,-7039852,-7237231,-7303024,-7368817,-7237231,-7237231,-6908266,-6974059,-6974059,-6908266,-7105645,-7829368,-7500403,-7105645,-6381922,-6842473,-6974059,-6974059,-6974059,-7237231,-7434610,-8158333,-7566196,-6776680,-5921371,-6645094,-7039852,-7039852,-7039852,-7237231,-7368817,-8026747,-8092540,-7631989,-6974059,-6974059,-6974059,-6842473,-6842473,-7039852,-7039852,-7434610,-8224126,-8092540,-7829368,-7303024,-6908266,-6908266,-6908266,-7303024,-6908266,-6776680,-7500403,-7303024,-7500403,-7039852,-6908266,-6710887,-6710887,-7039852,-6908266,-7039852,-7039852,-6842473,-6842473,-6974059,-6908266,-6776680,-6776680,-6974059,-6908266,-7039852,-7105645,-6842473,-6842473,-6974059,-6842473,-6645094,-6645094,2
1557,'2018/08/22 10:57:13:338',6,-6974059,-7237231,-7237231,-7500403,-7368817,-6974059,-7237231,-7303024,-7039852,-7039852,-6908266,-7105645,-6974059,-7237231,-7303024,-7105645,-7303024,-7171438,-7105645,-7105645,-7105645,-7237231,-7039852,-7303024,-7368817,-7171438,-7303024,-7105645,-7171438,-7105645,-7303024,-7368817,-7303024,-7697782,-7434610,-6776680,-6842473,-6974059,-7105645,-7105645,-7237231,-7237231,-7434610,-8026747,-7500403,-6316129,-6447715,-6908266,-7039852,-7039852,-7105645,-7105645,-7434610,-8224126,-7829368,-6579301,-6645094,-7171438,-6974059,-7039852,-7039852,-7171438,-7303024,-8026747,-8092540,-7434610,-7368817,-7303024,-6974059,-6974059,-6974059,-7105645,-7039852,-7697782,-8158333,-8026747,-7829368,-7171438,-6974059,-6974059,-7039852,-7039852,-7105645,-6908266,-7631989,-7500403,-7368817,-7105645,-7039852,-7039852,-7039852,-7171438,-7303024,-6974059,-7434610,-7171438,-7171438,-7039852,-6908266,-6908266,2
1558,'2018/08/22 10:57:13:354',6,-7105645,-7039852,-7434610,-7434610,-6908266,-7566196,-6908266,-6974059,-7171438,-7171438,-7566196,-7171438,-7171438,-7171438,-6908266,-7303024,-7171438,-7171438,-7039852,-7039852,-7368817,-7105645,-7105645,-7368817,-7368817,-7039852,-7368817,-7171438,-7105645,-7105645,-7039852,-7105645,-7368817,-7631989,-7368817,-6250336,-7039852,-7039852,-7171438,-7171438,-7237231,-7500403,-7763575,-7631989,-6842473,-5526613,-6645094,-7171438,-6974059,-6974059,-7039852,-7434610,-8158333,-8158333,-7237231,-6250336,-6908266,-7434610,-6908266,-6908266,-6908266,-7105645,-7960954,-8487298,-7960954,-7631989,-7237231,-7368817,-6974059,-6974059,-7368817,-6974059,-7434610,-8026747,-7763575,-8158333,-7171438,-7039852,-6908266,-6908266,-7039852,-6974059,-7039852,-7171438,-7171438,-7105645,-7039852,-7039852,-6974059,-6974059,-7105645,-6974059,-6974059,-7105645,-7171438,-7105645,-7039852,-7105645,-6974059,-6974059,2
1559,'2018/08/22 10:57:13:370',6,-7039852,-7105645,-7368817,-6908266,-7434610,-6974059,-7763575,-6974059,-7237231,-7237231,-7237231,-6908266,-7039852,-6974059,-6579301,-7368817,-7039852,-7237231,-7105645,-7105645,-6842473,-6974059,-7237231,-7631989,-6908266,-7105645,-7039852,-7368817,-7237231,-7237231,-7237231,-7303024,-6842473,-7303024,-7960954,-6250336,-7697782,-6513508,-7303024,-7303024,-6776680,-7763575,-8355712,-7500403,-6908266,-4210753,-7171438,-7434610,-7105645,-7105645,-7368817,-7303024,-8224126,-7697782,-7237231,-6316129,-6974059,-7434610,-6974059,-6974059,-6908266,-7105645,-8224126,-8487298,-7895161,-7829368,-7368817,-7763575,-7039852,-7039852,-6842473,-7237231,-7500403,-8224126,-8158333,-7829368,-7829368,-7303024,-7039852,-7039852,-7039852,-6974059,-6974059,-7039852,-7171438,-7303024,-7237231,-7237231,-6908266,-6908266,-7171438,-7171438,-7105645,-7105645,-7105645,-7105645,-7105645,-7105645,-6974059,-6974059,2
1560,'2018/08/22 10:57:13:386',6,-7039852,-7105645,-7237231,-7171438,-6974059,-7171438,-7171438,-6776680,-7039852,-7039852,-7237231,-7039852,-7039852,-6974059,-6776680,-6974059,-7171438,-7039852,-7105645,-7105645,-7237231,-7171438,-7368817,-7368817,-7105645,-7105645,-7237231,-7105645,-7105645,-7105645,-7039852,-7368817,-7697782,-7434610,-6974059,-7039852,-7237231,-7105645,-7039852,-7039852,-7039852,-7566196,-7763575,-6974059,-6316129,-6710887,-7303024,-7303024,-7039852,-7039852,-7105645,-7829368,-8158333,-7500403,-6842473,-7171438,-7500403,-7303024,-7039852,-7039852,-7039852,-7566196,-8289919,-8355712,-7895161,-7631989,-7434610,-7105645,-6974059,-6974059,-6974059,-7039852,-7631989,-8158333,-7895161,-7434610,-7105645,-6908266,-6908266,-6908266,-6974059,-7039852,-7105645,-7171438,-7237231,-7237231,-7171438,-7105645,-6908266,-6908266,-6974059,-6974059,-7039852,-7105645,-7171438,-7171438,-7105645,-7039852,-6908266,-6908266,2
1561,'2018/08/22 10:57:13:402',6,-6974059,-7039852,-6645094,-6842473,-7105645,-6908266,-7105645,-7105645,-6974059,-7039852,-6974059,-7434610,-6908266,-7303024,-6579301,-6908266,-7039852,-7237231,-7105645,-7105645,-7105645,-7171438,-7039852,-7500403,-7039852,-7171438,-7303024,-6842473,-7171438,-7171438,-7303024,-6710887,-7368817,-7303024,-7434610,-6513508,-7368817,-6710887,-7171438,-7105645,-7303024,-6842473,-7763575,-7566196,-6974059,-5592406,-7039852,-7368817,-7105645,-7039852,-6974059,-7039852,-7434610,-8355712,-7434610,-6710887,-7105645,-7566196,-7105645,-7105645,-6908266,-7171438,-6974059,-8289919,-8092540,-8026747,-7434610,-7303024,-7105645,-7105645,-7237231,-7500403,-7171438,-7368817,-7697782,-7631989,-7566196,-7171438,-7039852,-7039852,-8355712,-7434610,-6842473,-6974059,-7237231,-7105645,-6974059,-7105645,-7039852,-7171438,-8684677,-7697782,-6908266,-6974059,-7105645,-6974059,-6908266,-7039852,-7171438,-7303024,2
1562,'2018/08/22 10:57:13:418',6,-2500135,-2434342,-2631721,-2500135,-2434342,-2697514,-2697514,-2960686,-2960686,-2960686,-2697514,-2631721,-2500135,-2171170,-1973791,-2434342,-3026479,-2829100,-2960686,-2960686,-2763307,-2829100,-2236963,-1710619,-1315861,-2236963,-3487030,-2697514,-3026479,-3026479,-2697514,-2894893,-2105377,-1644826,-1184275,-2434342,-4079167,-2763307,-3026479,-3026479,-2697514,-3092272,-2434342,-2105377,-1907998,-3092272,-4671304,-3092272,-2960686,-2960686,-2894893,-3223858,-2960686,-2894893,-2960686,-3947581,-4802890,-3421237,-3092272,-3092272,-2960686,-3158065,-3355444,-3355444,-3618616,-4276546,-4210753,-3223858,-3158065,-3158065,-2894893,-2960686,-3355444,-3487030,-3881788,-4210753,-3552823,-2894893,-3026479,-3026479,-2829100,-3092272,-3092272,-3552823,-3618616,-3223858,-3092272,-2829100,-3026479,-3092272,-2960686,-3026479,-2894893,-3158065,-3223858,-2960686,-3092272,-2960686,-3026479,-3092272,2
1563,'2018/08/22 10:57:13:434',6,-6776680,-7039852,-6974059,-7237231,-7171438,-6842473,-6974059,-6842473,-6842473,-6842473,-6974059,-7039852,-6842473,-7105645,-7105645,-6908266,-7171438,-7105645,-7039852,-7039852,-6842473,-7039852,-6974059,-7303024,-7237231,-6908266,-6974059,-6908266,-6842473,-6842473,-6842473,-7039852,-7039852,-7368817,-7171438,-6645094,-6776680,-6710887,-6908266,-6842473,-6974059,-7105645,-7039852,-7303024,-7039852,-6579301,-6908266,-7105645,-6776680,-6710887,-7039852,-7171438,-7171438,-7697782,-7566196,-7039852,-7105645,-7105645,-6579301,-6579301,-7763575,-7566196,-7303024,-7763575,-7829368,-7237231,-7105645,-6908266,-6908266,-6908266,-9079435,-8224126,-7171438,-7237231,-7368817,-7039852,-7105645,-6974059,-6842473,-6908266,-9803158,-8553091,-7105645,-7039852,-7237231,-6908266,-6908266,-6776680,-6974059,-7105645,-10658467,-9145228,-7368817,-6974059,-6974059,-6710887,-6842473,-6710887,-6842473,-6974059,2
1564,'2018/08/22 10:57:13:449',6,-6776680,-7171438,-7039852,-7039852,-7105645,-7105645,-7237231,-6776680,-6710887,-6710887,-6974059,-7171438,-6974059,-7039852,-7105645,-7039852,-7171438,-6842473,-6908266,-6908266,-7105645,-7105645,-6842473,-7105645,-7105645,-6842473,-6974059,-6908266,-6776680,-6776680,-7039852,-7039852,-6842473,-7237231,-7105645,-6579301,-6776680,-6908266,-6645094,-6645094,-6908266,-6974059,-7039852,-7434610,-7237231,-6579301,-6776680,-6908266,-6710887,-6710887,-6842473,-7039852,-7105645,-7566196,-7434610,-6842473,-6908266,-6908266,-6776680,-6776680,-6908266,-6974059,-6908266,-7434610,-7566196,-7237231,-7105645,-6710887,-6645094,-6645094,-6908266,-6842473,-6645094,-7171438,-7566196,-7368817,-7171438,-6513508,-6513508,-6513508,-7434610,-6908266,-6776680,-6908266,-6974059,-6974059,-6974059,-6710887,-6645094,-6513508,-7697782,-7105645,-6842473,-6842473,-6842473,-6842473,-6776680,-6579301,-6579301,-6447715,2
1565,'2018/08/22 10:57:13:466',6,-7039852,-7105645,-6974059,-6842473,-6842473,-6974059,-6974059,-6842473,-6842473,-6842473,-7039852,-6974059,-6908266,-6908266,-6974059,-6974059,-6974059,-6908266,-6908266,-6842473,-7039852,-6842473,-6842473,-7039852,-6974059,-6776680,-6710887,-6908266,-6842473,-6776680,-6974059,-6842473,-6974059,-7171438,-6974059,-6447715,-6447715,-6776680,-6842473,-6776680,-6908266,-6842473,-7105645,-7368817,-7039852,-6447715,-6447715,-6908266,-6776680,-6776680,-6842473,-6842473,-7171438,-7500403,-7303024,-6776680,-6710887,-7039852,-6579301,-6579301,-6842473,-6776680,-7039852,-7434610,-7434610,-7105645,-6908266,-6908266,-6513508,-6447715,-6908266,-6776680,-6842473,-7237231,-7500403,-7237231,-6842473,-6579301,-6645094,-6579301,-6974059,-6908266,-6842473,-6842473,-6908266,-6842473,-6710887,-6645094,-6447715,-6447715,-6908266,-6842473,-6776680,-6776680,-6842473,-6776680,-6645094,-6579301,-6447715,-6447715,2
1566,'2018/08/22 10:57:13:482',6,-6776680,-7039852,-7039852,-6842473,-6908266,-7105645,-7171438,-6908266,-6776680,-6776680,-6908266,-6974059,-6974059,-6842473,-6710887,-6776680,-6776680,-6710887,-6579301,-6579301,-6908266,-6842473,-6842473,-6842473,-6645094,-6447715,-6447715,-6579301,-6513508,-6513508,-6776680,-6710887,-6776680,-6974059,-6842473,-6447715,-6381922,-6645094,-6513508,-6447715,-6776680,-6645094,-6908266,-7237231,-7105645,-6645094,-6513508,-6710887,-6381922,-6381922,-6842473,-6776680,-6974059,-7303024,-7303024,-6842473,-6579301,-6645094,-6447715,-6381922,-6776680,-6710887,-6842473,-7105645,-7171438,-6974059,-6710887,-6579301,-6447715,-6447715,-6710887,-6645094,-6710887,-6908266,-7105645,-7039852,-6776680,-6579301,-6381922,-6381922,-6645094,-6645094,-6645094,-6710887,-6776680,-6776680,-6645094,-6513508,-6381922,-6381922,-6447715,-6447715,-6447715,-6513508,-6579301,-6513508,-6447715,-6381922,-6184543,-6118750,2
1567,'2018/08/22 10:57:13:500',6,-6579301,-6974059,-6842473,-6842473,-6776680,-6710887,-6776680,-6316129,-6381922,-6184543,-6579301,-6842473,-6645094,-6710887,-6645094,-6513508,-6645094,-6381922,-6513508,-6381922,-6710887,-6842473,-6645094,-6776680,-6645094,-6316129,-6513508,-6447715,-6447715,-6316129,-6842473,-6842473,-6645094,-6974059,-6776680,-6184543,-6381922,-6447715,-6250336,-6118750,-6710887,-6710887,-6645094,-7105645,-6974059,-6316129,-6381922,-6447715,-6250336,-6118750,-6645094,-6710887,-6710887,-7237231,-7237231,-6710887,-6645094,-6513508,-6250336,-6052957,-6579301,-6776680,-6710887,-7171438,-7237231,-6842473,-6710887,-6381922,-6118750,-5987164,-6447715,-6645094,-6513508,-6842473,-6974059,-6579301,-6447715,-5987164,-6184543,-5987164,-6710887,-6710887,-6579301,-6513508,-6513508,-6513508,-6316129,-6052957,-5921371,-5921371,-6645094,-6645094,-6513508,-6447715,-6447715,-6447715,-6250336,-6052957,-5921371,-5921371,2
1568,'2018/08/22 10:57:13:516',6,-6974059,-6710887,-6710887,-6710887,-6513508,-6579301,-6645094,-6447715,-6250336,-6184543,-6776680,-6645094,-6710887,-6776680,-6513508,-6447715,-6447715,-6250336,-6118750,-6052957,-6645094,-6579301,-6710887,-6710887,-6381922,-6316129,-6381922,-6184543,-6052957,-5987164,-6645094,-6645094,-6776680,-6710887,-6316129,-6250336,-6381922,-6316129,-6052957,-5987164,-6579301,-6645094,-6842473,-6908266,-6513508,-6381922,-6381922,-6250336,-6052957,-5987164,-6381922,-6513508,-6974059,-7105645,-6842473,-6579301,-6381922,-6052957,-5921371,-5855578,-6381922,-6447715,-6842473,-7039852,-6842473,-6645094,-6381922,-5987164,-5855578,-5789785,-6513508,-6381922,-6645094,-6776680,-6645094,-6579301,-6447715,-6118750,-5855578,-5789785,-6447715,-6447715,-6447715,-6381922,-6250336,-6118750,-5987164,-5855578,-5658199,-5592406,-6447715,-6381922,-6381922,-6316129,-6184543,-6052957,-5921371,-5855578,-5658199,-5592406,2
1569,'2018/08/22 10:57:13:532',6,-6645094,-6579301,-6316129,-6447715,-6184543,-6118750,-6447715,-6118750,-6052957,-6052957,-6513508,-6579301,-6447715,-6579301,-6316129,-6118750,-6381922,-5987164,-6052957,-6052957,-6447715,-6513508,-6513508,-6710887,-6381922,-6052957,-6316129,-5987164,-5921371,-5921371,-6513508,-6579301,-6513508,-6710887,-6316129,-5987164,-6250336,-6052957,-5789785,-5789785,-6513508,-6579301,-6579301,-6908266,-6579301,-6184543,-6316129,-5987164,-5855578,-5789785,-6381922,-6513508,-6645094,-7171438,-6974059,-6381922,-6316129,-5921371,-5921371,-5855578,-6447715,-6381922,-6447715,-7039852,-6974059,-6447715,-6316129,-5855578,-5723992,-5723992,-6513508,-6250336,-6184543,-6710887,-6645094,-6250336,-6250336,-5921371,-5395027,-5395027,-6381922,-6250336,-6052957,-5987164,-5987164,-5921371,-5723992,-5592406,-5592406,-5460820,-6381922,-6250336,-6052957,-5987164,-5987164,-5921371,-5723992,-5526613,-5526613,-5395027,2
1570,'2018/08/22 10:57:13:549',6,-6513508,-6447715,-6250336,-6184543,-6184543,-5987164,-5855578,-6052957,-5658199,-5592406,-6447715,-6250336,-6250336,-6316129,-6118750,-5921371,-5789785,-5789785,-5658199,-5592406,-6513508,-6118750,-6250336,-6381922,-6052957,-5855578,-5855578,-5592406,-5460820,-5395027,-6645094,-6118750,-6316129,-6579301,-6052957,-5987164,-6052957,-5592406,-5395027,-5329234,-6513508,-6052957,-6513508,-6842473,-6381922,-6250336,-6184543,-5526613,-5526613,-5460820,-6250336,-6052957,-6513508,-6974059,-6710887,-6381922,-5987164,-5395027,-5460820,-5395027,-6184543,-6118750,-6316129,-6579301,-6579301,-6250336,-5723992,-5395027,-5329234,-5263441,-6316129,-6250336,-6052957,-6118750,-6250336,-5987164,-5592406,-5526613,-5329234,-5263441,-5921371,-6184543,-5789785,-5789785,-5789785,-5460820,-5460820,-5329234,-5131855,-5000269,-5921371,-6184543,-5789785,-5789785,-5789785,-5460820,-5460820,-5395027,-5197648,-5000269,2
1571,'2018/08/22 10:57:13:566',6,-6184543,-6250336,-6118750,-6250336,-5921371,-5723992,-5789785,-5329234,-5263441,-5263441,-6118750,-6118750,-5987164,-6052957,-5855578,-5592406,-5723992,-5329234,-5263441,-5263441,-6118750,-6052957,-5921371,-6118750,-5921371,-5723992,-5789785,-5395027,-5197648,-5131855,-6118750,-6052957,-6052957,-6447715,-6381922,-6052957,-6052957,-5526613,-5066062,-5066062,-6052957,-6052957,-6184543,-6842473,-6842473,-6381922,-6184543,-5526613,-5066062,-5000269,-5987164,-5921371,-6118750,-6842473,-6908266,-6381922,-6118750,-5395027,-5131855,-5066062,-6118750,-5921371,-5921371,-6579301,-6645094,-6184543,-5921371,-5263441,-5066062,-5066062,-6316129,-5987164,-5789785,-6381922,-6447715,-5987164,-5855578,-5263441,-5000269,-4934476,-6052957,-5987164,-5921371,-5855578,-5723992,-5592406,-5395027,-5263441,-5131855,-5066062,-5987164,-5987164,-5855578,-5789785,-5723992,-5592406,-5395027,-5263441,-5131855,-5066062,2
1572,'2018/08/22 10:57:13:582',6,-5987164,-6052957,-5855578,-5789785,-5789785,-5658199,-5395027,-5329234,-5197648,-5131855,-5987164,-5921371,-5921371,-5921371,-5789785,-5658199,-5460820,-5263441,-5131855,-5066062,-6052957,-5789785,-6052957,-6184543,-5855578,-5789785,-5658199,-5197648,-5066062,-5000269,-6052957,-5789785,-6250336,-6579301,-6184543,-6118750,-5987164,-5263441,-5131855,-5066062,-6052957,-5789785,-6381922,-6842473,-6513508,-6381922,-6184543,-5395027,-5131855,-5066062,-5987164,-5855578,-6316129,-6710887,-6579301,-6447715,-6118750,-5460820,-5131855,-5066062,-5855578,-5855578,-6052957,-6316129,-6381922,-6250336,-5855578,-5395027,-5000269,-5000269,-5855578,-5855578,-5855578,-5921371,-6184543,-6052957,-5592406,-5329234,-4934476,-4868683,-5855578,-5921371,-5855578,-5723992,-5592406,-5460820,-5395027,-5329234,-5000269,-5000269,-5855578,-5921371,-5855578,-5723992,-5592406,-5460820,-5395027,-5329234,-5000269,-5000269,2
1573,'2018/08/22 10:57:13:599',6,-2565928,-2565928,-3026479,-3092272,-2565928,-2631721,-2960686,-2697514,-2763307,-2894893,-3026479,-2697514,-2960686,-3092272,-2763307,-2763307,-3026479,-2763307,-3026479,-3092272,-3092272,-2697514,-2763307,-2631721,-2105377,-2236963,-2829100,-2960686,-2960686,-2960686,-2829100,-2829100,-2763307,-2039584,-1118482,-1644826,-2960686,-3487030,-3223858,-3158065,-2829100,-3026479,-3026479,-2105377,-1381654,-2434342,-3750202,-4013374,-3158065,-3158065,-2960686,-3092272,-3158065,-2763307,-2631721,-3750202,-4473925,-4013374,-2960686,-2960686,-3158065,-3026479,-3289651,-3487030,-3618616,-4210753,-4342339,-3684409,-3289651,-3355444,-3289651,-3092272,-3552823,-4079167,-3947581,-3947581,-3947581,-3552823,-3289651,-3421237,-3355444,-3289651,-3289651,-3355444,-3421237,-3355444,-3223858,-3092272,-3618616,-3487030,-3421237,-3355444,-3355444,-3421237,-3421237,-3421237,-3289651,-3158065,-3552823,-3421237,2
1574,'2018/08/22 10:57:13:616',6,-6184543,-5921371,-5855578,-5789785,-5526613,-5526613,-5395027,-5131855,-5197648,-5066062,-6052957,-5855578,-5855578,-5789785,-5592406,-5460820,-5395027,-5131855,-5197648,-5000269,-5921371,-5789785,-5987164,-5987164,-5723992,-5592406,-5460820,-5197648,-5131855,-5000269,-5855578,-5855578,-6250336,-6381922,-6118750,-5921371,-5658199,-5329234,-5131855,-4934476,-5921371,-5987164,-6513508,-6776680,-6579301,-6250336,-5921371,-5395027,-5131855,-5000269,-5987164,-6052957,-6513508,-6842473,-6710887,-6447715,-5987164,-5395027,-5197648,-5066062,-5987164,-5921371,-6250336,-6579301,-6513508,-6316129,-5855578,-5263441,-5263441,-5066062,-5921371,-5789785,-5921371,-6250336,-6250336,-6118750,-5723992,-5131855,-5263441,-5131855,-5789785,-5658199,-5855578,-5789785,-5855578,-5592406,-5197648,-5592406,-5263441,-5131855,-6052957,-5855578,-5921371,-5723992,-5723992,-5460820,-5066062,-5526613,-5197648,-5000269,2
1575,'2018/08/22 10:57:13:633',6,-6316129,-6184543,-5789785,-5789785,-5526613,-5329234,-5526613,-5066062,-5197648,-5131855,-6118750,-6052957,-5789785,-5855578,-5592406,-5460820,-5658199,-5263441,-5131855,-5066062,-6052957,-5987164,-5855578,-6052957,-5921371,-5723992,-5855578,-5395027,-5066062,-5000269,-6118750,-5987164,-5921371,-6447715,-6447715,-6184543,-6052957,-5460820,-5131855,-5131855,-6184543,-5987164,-5987164,-6710887,-6974059,-6710887,-6381922,-5526613,-5197648,-5197648,-6184543,-5921371,-5921371,-6776680,-7105645,-6842473,-6513508,-5658199,-5263441,-5197648,-6118750,-5855578,-5855578,-6645094,-6842473,-6513508,-6250336,-5658199,-5329234,-5263441,-6184543,-5921371,-5921371,-6513508,-6513508,-6052957,-5987164,-5526613,-5460820,-5395027,-6250336,-6118750,-5789785,-5789785,-5987164,-5855578,-5592406,-5658199,-5329234,-5131855,-6381922,-6184543,-5855578,-5789785,-5921371,-5658199,-5329234,-5395027,-5460820,-5263441,2
