@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2}

@data
1530,'2018/08/22 10:57:12:883',6,-5329234,-5000269,-4802890,-4605511,-4408132,-4671304,-4605511,-3947581,-4276546,-4210753,-4671304,-4934476,-4737097,-4605511,-4671304,-4276546,-4013374,-4539718,-4013374,-4013374,-5066062,-4868683,-4737097,-4473925,-4079167,-4013374,-3815995,-3355444,-4210753,-4144960,-4934476,-4868683,-4342339,-4605511,-4342339,-1644826,-526345,-2763307,-3684409,-3618616,-4539718,-4737097,-4342339,-2565928,-394759,-1,-1381654,-2894893,-3750202,-3684409,-5000269,-4210753,-1710619,-65794,-526345,-1315861,-2631721,-4802890,-3355444,-3289651,-4473925,-3421237,-2171170,-1513240,-2500135,-4342339,-4539718,-3158065,-3487030,-3487030,-4539718,-4079167,-3815995,-4013374,-4144960,-3881788,-3487030,-3223858,-3158065,-3092272,-4144960,-4079167,-3881788,-3684409,-3421237,-3289651,-3289651,-3289651,-2829100,-2960686,-4276546,-4144960,-3881788,-3684409,-3487030,-3289651,-3223858,-3158065,-2829100,-2960686,2
1531,'2018/08/22 10:57:12:899',6,-4342339,-4671304,-4144960,-4539718,-4342339,-4802890,-4276546,-4473925,-4605511,-4605511,-4539718,-4737097,-4868683,-4079167,-4671304,-4473925,-4539718,-4079167,-4473925,-4473925,-4671304,-4473925,-4079167,-4276546,-4210753,-4079167,-3947581,-4473925,-4342339,-4342339,-4737097,-4013374,-4737097,-4276546,-4013374,-1250068,-1842205,-3223858,-4276546,-4276546,-4473925,-4737097,-3552823,-3158065,-657931,-526345,-1184275,-3750202,-4210753,-4210753,-4276546,-4276546,-2697514,-394759,-526345,-2302756,-4013374,-4473925,-4013374,-4079167,-4013374,-4144960,-2763307,-2171170,-2697514,-4605511,-4210753,-3289651,-3815995,-3815995,-4210753,-3684409,-3750202,-3684409,-4539718,-3815995,-3684409,-3552823,-3684409,-3684409,-3815995,-3881788,-3684409,-3552823,-3618616,-3487030,-3289651,-3355444,-3223858,-3289651,-3684409,-3750202,-3552823,-3421237,-3487030,-3355444,-3158065,-3223858,-3421237,-3487030,2
1532,'2018/08/22 10:57:12:916',6,-4605511,-4210753,-4539718,-4408132,-5066062,-4802890,-4737097,-5131855,-5000269,-5131855,-4671304,-4605511,-4605511,-4342339,-4408132,-4605511,-4408132,-4868683,-4934476,-5000269,-4144960,-4342339,-4408132,-4737097,-4408132,-4605511,-3947581,-4605511,-4868683,-4934476,-4473925,-4473925,-4473925,-4276546,-3223858,-2565928,-2434342,-3815995,-4802890,-4868683,-4473925,-4013374,-3487030,-1842205,-1184275,-1184275,-2565928,-4342339,-4605511,-4605511,-4079167,-3158065,-2039584,-394759,-1579033,-3158065,-4539718,-5131855,-4473925,-4539718,-4276546,-3355444,-2434342,-2105377,-3552823,-4934476,-4802890,-4408132,-4473925,-4473925,-3881788,-3618616,-3684409,-4539718,-4671304,-4671304,-3815995,-4276546,-4276546,-4342339,-3552823,-4013374,-3750202,-3881788,-4079167,-3947581,-4144960,-4079167,-4276546,-4276546,-3487030,-3947581,-3684409,-3815995,-4013374,-3881788,-4079167,-4079167,-4144960,-4144960,2
1533,'2018/08/22 10:57:12:932',6,-5789785,-5921371,-5987164,-6250336,-6513508,-6381922,-6250336,-6513508,-6710887,-6776680,-5592406,-5921371,-5987164,-5855578,-6052957,-6250336,-6513508,-6842473,-6579301,-6645094,-5526613,-5723992,-5789785,-5987164,-6250336,-6184543,-6052957,-6184543,-6513508,-6579301,-5526613,-5526613,-5592406,-5855578,-5789785,-5197648,-5131855,-5789785,-6381922,-6381922,-5197648,-5460820,-5329234,-4868683,-4473925,-4539718,-5329234,-6447715,-6118750,-6184543,-4934476,-5329234,-4868683,-4144960,-4605511,-5723992,-6316129,-6447715,-6118750,-6184543,-4868683,-5066062,-4802890,-4737097,-5658199,-6447715,-6250336,-5789785,-6052957,-6118750,-4802890,-4934476,-5197648,-5658199,-5855578,-5395027,-5263441,-5723992,-5789785,-5855578,-4605511,-4737097,-4737097,-4934476,-5197648,-5197648,-5263441,-5658199,-5789785,-5789785,-4671304,-4802890,-4802890,-4934476,-5197648,-5197648,-5263441,-5592406,-5658199,-5658199,2
1534,'2018/08/22 10:57:12:949',6,-6250336,-6513508,-6579301,-6513508,-6513508,-6710887,-6776680,-6645094,-6710887,-6776680,-6513508,-6316129,-6250336,-6316129,-6579301,-6776680,-6908266,-7039852,-6710887,-6710887,-6447715,-6316129,-6381922,-6579301,-6579301,-6316129,-6381922,-6645094,-6842473,-6842473,-6052957,-6184543,-6316129,-6250336,-5921371,-5723992,-5987164,-6381922,-6908266,-6908266,-5855578,-5987164,-5789785,-5329234,-5329234,-5987164,-6645094,-6908266,-6776680,-6710887,-5987164,-5987164,-5723992,-5526613,-6052957,-7039852,-7368817,-7039852,-6710887,-6710887,-5855578,-5987164,-6118750,-6316129,-6776680,-7171438,-7039852,-6579301,-6710887,-6710887,-5460820,-5723992,-6118750,-6381922,-6447715,-6447715,-6381922,-6381922,-6579301,-6645094,-5460820,-5526613,-5723992,-5921371,-5987164,-5987164,-6118750,-6316129,-6513508,-6579301,-5460820,-5526613,-5658199,-5855578,-5987164,-5987164,-6118750,-6316129,-6447715,-6513508,2
1535,'2018/08/22 10:57:12:966',6,-2829100,-2697514,-2763307,-2697514,-2697514,-2894893,-3223858,-3026479,-3355444,-3355444,-2763307,-2697514,-2763307,-3026479,-2763307,-2960686,-3026479,-3092272,-3158065,-3158065,-2697514,-2829100,-2631721,-2894893,-2039584,-2434342,-2697514,-3223858,-3158065,-3092272,-2434342,-2894893,-2434342,-2105377,-657931,-1644826,-2500135,-3487030,-3223858,-3158065,-2039584,-2960686,-2500135,-1776412,-197380,-1710619,-3026479,-4144960,-3158065,-3092272,-2105377,-3026479,-2960686,-2500135,-1447447,-2894893,-4013374,-4737097,-3158065,-3092272,-2500135,-2829100,-3092272,-3223858,-3092272,-3750202,-4210753,-4210753,-3026479,-3026479,-2763307,-2368549,-2631721,-3223858,-3684409,-3815995,-3552823,-3026479,-2763307,-2763307,-2434342,-2565928,-2631721,-2697514,-2697514,-2697514,-2697514,-2697514,-2565928,-3092272,-2434342,-2565928,-2631721,-2697514,-2697514,-2697514,-2697514,-2763307,-2500135,-3026479,2
1536,'2018/08/22 10:57:12:983',6,-6316129,-6776680,-6908266,-6579301,-6316129,-6447715,-6579301,-6447715,-6513508,-6447715,-6579301,-6513508,-6513508,-6513508,-6579301,-6645094,-6710887,-6645094,-6645094,-6645094,-6710887,-6579301,-6579301,-6710887,-6776680,-6645094,-6645094,-6842473,-6645094,-6645094,-6513508,-6710887,-6842473,-6776680,-6513508,-6381922,-6513508,-6842473,-6645094,-6645094,-6381922,-6645094,-6645094,-6316129,-6118750,-6447715,-6776680,-6842473,-6842473,-6776680,-6579301,-6579301,-6316129,-6052957,-6381922,-7105645,-7368817,-7105645,-6908266,-6842473,-6645094,-6513508,-6447715,-6579301,-7039852,-7500403,-7434610,-7105645,-6842473,-6842473,-6250336,-6381922,-6776680,-7237231,-7434610,-7237231,-6908266,-6710887,-6842473,-6842473,-6316129,-6316129,-6381922,-6579301,-6710887,-6710887,-6776680,-6842473,-6776680,-6776680,-6316129,-6316129,-6381922,-6579301,-6710887,-6710887,-6776680,-6842473,-6776680,-6776680,2
1537,'2018/08/22 10:57:12:999',6,-6250336,-6381922,-6381922,-6250336,-6381922,-6513508,-6381922,-6052957,-6381922,-6316129,-6447715,-6447715,-6513508,-6447715,-6316129,-6316129,-6513508,-6710887,-6381922,-6316129,-6645094,-6381922,-6381922,-6579301,-6579301,-6381922,-6381922,-6579301,-6447715,-6447715,-6645094,-6513508,-6513508,-6513508,-6381922,-6250336,-6381922,-6645094,-6579301,-6579301,-6579301,-6842473,-6842473,-6381922,-6118750,-6381922,-6908266,-7368817,-6645094,-6710887,-6579301,-6710887,-6645094,-6710887,-7039852,-7566196,-7500403,-7171438,-7237231,-7303024,-6776680,-6645094,-6645094,-7105645,-7763575,-7895161,-7434610,-6776680,-8553091,-8684677,-6974059,-6974059,-7105645,-7237231,-7039852,-6776680,-6974059,-7368817,-9868951,-10000537,-6908266,-6842473,-6513508,-6776680,-6776680,-6645094,-6645094,-8487298,-11316397,-11908534,-6842473,-6842473,-6645094,-6908266,-6908266,-6842473,-6908266,-8882056,-12369085,-13027015,2
1538,'2018/08/22 10:57:13:018',6,-6447715,-6316129,-6447715,-6645094,-6447715,-6381922,-6447715,-6381922,-6447715,-6447715,-6579301,-6447715,-6513508,-6645094,-6579301,-6645094,-6645094,-6447715,-6447715,-6513508,-6645094,-6513508,-6513508,-6447715,-6447715,-6776680,-6842473,-6513508,-6579301,-6645094,-6645094,-6645094,-6579301,-6250336,-6184543,-6645094,-6974059,-6710887,-6645094,-6645094,-6645094,-6710887,-6710887,-6316129,-6052957,-6645094,-7303024,-7303024,-6776680,-6710887,-6776680,-6842473,-6908266,-6579301,-6381922,-6974059,-7829368,-8158333,-7434610,-7368817,-6908266,-6842473,-6974059,-6974059,-6974059,-7500403,-8421505,-8816263,-8487298,-8421505,-6908266,-6710887,-6908266,-7237231,-7368817,-7895161,-8750470,-9145228,-9079435,-9145228,-6776680,-6710887,-6974059,-7039852,-7171438,-7434610,-8092540,-9539986,-9737365,-10132123,-6776680,-6645094,-6842473,-6776680,-6908266,-7105645,-7763575,-9145228,-10592674,-10987432,2
1539,'2018/08/22 10:57:13:033',6,-6447715,-5987164,-5855578,-5855578,-5658199,-5658199,-5723992,-5658199,-5592406,-5395027,-6381922,-6118750,-6184543,-6381922,-6184543,-6052957,-5921371,-5723992,-5592406,-5395027,-6184543,-6052957,-6447715,-6908266,-6974059,-6908266,-6645094,-6316129,-5789785,-5460820,-6447715,-6381922,-6908266,-7763575,-8289919,-8355712,-7960954,-7434610,-6184543,-5592406,-6579301,-6710887,-7697782,-9079435,-9934744,-10000537,-9276814,-8355712,-6710887,-5987164,-6052957,-6447715,-7829368,-9474193,-10461088,-10395295,-9539986,-8487298,-6316129,-5658199,-7039852,-7237231,-8092540,-9211021,-9671572,-9605779,-9079435,-8421505,-6316129,-6052957,-12895429,-12632257,-12632257,-12698050,-12500671,-12303292,-12303292,-12105913,-11645362,-11711155,-11513776,-12632257,-12434878,-11908534,-12434878,-12171706,-12171706,-12566464,-12763843,-12566464,-8158333,-10921639,-8421505,-6776680,-6974059,-6579301,-6513508,-6118750,-6250336,-6052957,2
1540,'2018/08/22 10:57:13:051',6,-5921371,-6052957,-5789785,-5658199,-5855578,-5460820,-5197648,-5592406,-5197648,-5131855,-5921371,-5855578,-5789785,-5789785,-5855578,-5592406,-5395027,-5395027,-5263441,-5197648,-6184543,-5855578,-5987164,-6316129,-6184543,-6118750,-5987164,-5526613,-5329234,-5263441,-6316129,-5921371,-6579301,-7368817,-7237231,-7303024,-7105645,-6052957,-5395027,-5329234,-6184543,-6052957,-7368817,-8750470,-8816263,-8882056,-8289919,-6776680,-5526613,-5460820,-6184543,-6316129,-8026747,-9671572,-9934744,-9868951,-9013642,-7237231,-5460820,-5395027,-6316129,-6447715,-7829368,-9145228,-9408400,-9342607,-8487298,-6908266,-5395027,-5395027,-6381922,-6316129,-7039852,-7829368,-8026747,-8026747,-7368817,-6118750,-5592406,-5592406,-6447715,-6381922,-6381922,-6513508,-6776680,-6710887,-6381922,-5987164,-5526613,-5526613,-6447715,-6316129,-6184543,-6250336,-6316129,-6250336,-5921371,-5723992,-5526613,-5526613,2
1541,'2018/08/22 10:57:13:066',6,-6974059,-6776680,-6513508,-6645094,-6908266,-6776680,-6579301,-6710887,-6513508,-6579301,-6776680,-6710887,-6776680,-6842473,-6842473,-6776680,-6645094,-6513508,-6645094,-6710887,-6710887,-6710887,-6908266,-6776680,-6381922,-6579301,-6776680,-6447715,-6513508,-6513508,-6842473,-6710887,-6842473,-6381922,-5789785,-6316129,-6974059,-6579301,-6250336,-6250336,-6842473,-6710887,-6842473,-6316129,-5723992,-6381922,-7105645,-6776680,-6381922,-6381922,-6776680,-6776680,-6908266,-6579301,-6250336,-6776680,-7171438,-6842473,-6579301,-6579301,-6710887,-6776680,-6842473,-6710887,-6842473,-7171438,-7171438,-6908266,-6579301,-6513508,-6710887,-6776680,-6645094,-6645094,-7039852,-7303024,-7171438,-7039852,-6579301,-6513508,-6645094,-6710887,-6645094,-6710887,-6908266,-6710887,-6513508,-6645094,-6513508,-6513508,-6645094,-6710887,-6645094,-6710887,-6908266,-6710887,-6513508,-6645094,-6513508,-6513508,2
1542,'2018/08/22 10:57:13:083',6,-5723992,-6052957,-5658199,-5263441,-5395027,-5395027,-5066062,-5066062,-5066062,-4868683,-5789785,-5855578,-5658199,-5460820,-5526613,-5460820,-5197648,-5000269,-5066062,-4868683,-5987164,-5592406,-5723992,-5987164,-5855578,-5789785,-5592406,-5131855,-5066062,-4868683,-6118750,-5526613,-6184543,-7039852,-6842473,-6776680,-6579301,-5789785,-5000269,-4802890,-6052957,-5723992,-7039852,-8487298,-8421505,-8289919,-7895161,-6710887,-5131855,-4934476,-5855578,-5921371,-7566196,-9145228,-9211021,-9079435,-8487298,-7105645,-5263441,-5066062,-5723992,-5855578,-7171438,-8224126,-8289919,-8224126,-7763575,-6513508,-5263441,-5066062,-5658199,-5723992,-6316129,-6776680,-6710887,-6908266,-6645094,-5658199,-5197648,-5000269,-5789785,-5723992,-5855578,-6184543,-6250336,-6052957,-5658199,-5460820,-5131855,-5066062,-5921371,-5723992,-5592406,-5658199,-5658199,-5526613,-5395027,-5263441,-5197648,-5131855,2
1543,'2018/08/22 10:57:13:099',6,-6052957,-5921371,-5723992,-5592406,-5460820,-5263441,-5131855,-5066062,-4802890,-4737097,-5855578,-5723992,-5658199,-5658199,-5526613,-5329234,-5066062,-4868683,-4868683,-4802890,-6118750,-5921371,-5987164,-5987164,-5855578,-5723992,-5526613,-5131855,-4934476,-4868683,-5987164,-5855578,-6184543,-6447715,-6250336,-6184543,-5855578,-5131855,-5000269,-4934476,-5855578,-6052957,-7105645,-7895161,-7763575,-7500403,-6645094,-5329234,-5066062,-5000269,-5789785,-6250336,-7895161,-9145228,-9013642,-8553091,-7368817,-5592406,-5000269,-4934476,-5658199,-5789785,-7105645,-8092540,-7960954,-7763575,-6908266,-5131855,-4934476,-4868683,-6052957,-5658199,-6250336,-6710887,-6381922,-6645094,-6381922,-4934476,-4802890,-4802890,-5789785,-5658199,-5658199,-5789785,-5855578,-5592406,-5329234,-5197648,-4737097,-4802890,-5723992,-5526613,-5395027,-5526613,-5526613,-5329234,-5131855,-5066062,-4802890,-4868683,2
1544,'2018/08/22 10:57:13:116',6,-2565928,-2697514,-2368549,-3223858,-2763307,-2960686,-2894893,-2829100,-3158065,-3092272,-2697514,-2565928,-2697514,-2697514,-2829100,-2368549,-3092272,-2960686,-3092272,-3092272,-2631721,-2631721,-2763307,-2236963,-2368549,-2171170,-3223858,-2960686,-3026479,-3092272,-2368549,-2894893,-2368549,-1776412,-1447447,-2500135,-3355444,-2960686,-3026479,-3092272,-2434342,-2960686,-2171170,-986896,-1118482,-2763307,-3881788,-2960686,-3026479,-3026479,-2697514,-2829100,-2565928,-657931,-1842205,-2894893,-4539718,-3158065,-2960686,-2960686,-2697514,-2763307,-2960686,-1710619,-3026479,-3421237,-4605511,-3158065,-3026479,-3026479,-2434342,-2763307,-3092272,-3223858,-3881788,-4079167,-4342339,-3158065,-3158065,-3158065,-2500135,-2763307,-2894893,-3684409,-3750202,-3881788,-3355444,-3223858,-2960686,-2960686,-2434342,-2565928,-2697514,-3421237,-3421237,-3552823,-2960686,-2763307,-2960686,-2960686,2
1545,'2018/08/22 10:57:13:133',6,-6250336,-6184543,-5987164,-5855578,-5789785,-5460820,-5131855,-5197648,-5329234,-5197648,-5987164,-5789785,-5723992,-5789785,-5723992,-5526613,-5460820,-5329234,-5066062,-5000269,-6052957,-5723992,-5987164,-6250336,-5987164,-5789785,-5723992,-5263441,-5000269,-4934476,-6118750,-5921371,-6645094,-7303024,-6908266,-6645094,-6316129,-5526613,-5000269,-5000269,-5921371,-5921371,-7105645,-8158333,-7960954,-7631989,-7105645,-6118750,-4934476,-4934476,-5789785,-6052957,-7105645,-8092540,-8158333,-7763575,-7105645,-6250336,-5000269,-4934476,-5921371,-6052957,-6513508,-7105645,-7237231,-6908266,-6250336,-5789785,-5000269,-4934476,-5855578,-5855578,-5789785,-6052957,-6316129,-6052957,-5592406,-5460820,-4802890,-4802890,-5789785,-5723992,-5592406,-5395027,-5263441,-5263441,-5131855,-4934476,-5066062,-4934476,-5789785,-5789785,-5592406,-5395027,-5263441,-5263441,-5131855,-4934476,-4802890,-4671304,2
1546,'2018/08/22 10:57:13:149',6,-6052957,-6513508,-6184543,-6052957,-5987164,-5723992,-5658199,-5526613,-5197648,-5131855,-6052957,-6447715,-6118750,-5921371,-5987164,-5855578,-5855578,-5460820,-5263441,-5197648,-6052957,-6381922,-6118750,-6118750,-6184543,-6118750,-5987164,-5395027,-5131855,-5066062,-6118750,-6184543,-6250336,-6842473,-6974059,-6579301,-6250336,-5592406,-5000269,-4934476,-6184543,-5921371,-6447715,-7763575,-7960954,-7171438,-6645094,-5987164,-5066062,-5000269,-6118750,-5789785,-6513508,-8092540,-8224126,-7434610,-6974059,-6184543,-5000269,-4934476,-6052957,-5789785,-6381922,-7631989,-7566196,-7039852,-6776680,-5789785,-4934476,-4868683,-5987164,-5855578,-6250336,-6974059,-6710887,-6513508,-6447715,-5197648,-5000269,-4934476,-5921371,-5855578,-5855578,-5921371,-6052957,-6052957,-5592406,-5131855,-5131855,-4934476,-5789785,-5855578,-5789785,-5723992,-5592406,-5526613,-5197648,-4934476,-5066062,-4868683,2
1547,'2018/08/22 10:57:13:166',6,-6447715,-6579301,-6250336,-5987164,-6184543,-6052957,-5723992,-5921371,-5592406,-5592406,-6513508,-6513508,-6381922,-6250336,-6250336,-6118750,-5789785,-5723992,-5526613,-5460820,-6447715,-6250336,-6447715,-6513508,-6184543,-5987164,-5855578,-5395027,-5395027,-5329234,-6316129,-6118750,-6842473,-7171438,-6447715,-6184543,-6052957,-5329234,-5329234,-5263441,-6250336,-6316129,-7631989,-8224126,-7303024,-6842473,-6513508,-5526613,-5263441,-5197648,-6118750,-6316129,-7763575,-8618884,-7829368,-7237231,-6645094,-5460820,-5197648,-5131855,-6052957,-6052957,-6974059,-7697782,-7303024,-6908266,-6316129,-5197648,-5066062,-5000269,-6250336,-5789785,-6118750,-6579301,-6513508,-6447715,-5987164,-5066062,-4934476,-4934476,-5987164,-5987164,-5789785,-5723992,-5789785,-5592406,-5197648,-5131855,-4934476,-4934476,-5921371,-5987164,-5723992,-5592406,-5723992,-5526613,-5131855,-5066062,-4934476,-4934476,2
1548,'2018/08/22 10:57:13:183',6,-6908266,-6579301,-6447715,-6447715,-6381922,-6250336,-6118750,-6052957,-5789785,-5789785,-6842473,-6513508,-6579301,-6710887,-6513508,-6381922,-6250336,-5987164,-5855578,-5855578,-6842473,-6447715,-6776680,-7105645,-6579301,-6381922,-6381922,-5855578,-5723992,-5592406,-6776680,-6513508,-7237231,-7631989,-6776680,-6447715,-6513508,-5921371,-5789785,-5723992,-6513508,-6579301,-7829368,-8421505,-7434610,-6908266,-6776680,-6118750,-5526613,-5526613,-6250336,-6645094,-8026747,-8750470,-8092540,-7434610,-6974059,-6250336,-5329234,-5329234,-6184543,-6513508,-7434610,-8158333,-7895161,-7303024,-6710887,-6118750,-5592406,-5526613,-6316129,-6381922,-6776680,-7237231,-7303024,-6908266,-6316129,-5921371,-5329234,-5263441,-6381922,-6184543,-6118750,-6316129,-6447715,-6250336,-5855578,-5526613,-5329234,-5329234,-6250336,-5987164,-5855578,-5987164,-5987164,-5789785,-5526613,-5329234,-5329234,-5263441,2
1549,'2018/08/22 10:57:13:199',6,-6710887,-6710887,-6710887,-6645094,-6513508,-6381922,-6381922,-6447715,-6250336,-6184543,-6908266,-6710887,-6645094,-6645094,-6579301,-6381922,-6316129,-6184543,-6184543,-6118750,-6908266,-6645094,-6710887,-6908266,-6842473,-6645094,-6513508,-6250336,-6381922,-6316129,-6710887,-6645094,-7171438,-7566196,-7105645,-6710887,-6579301,-6316129,-6052957,-5987164,-6645094,-6842473,-7763575,-8289919,-7434610,-6776680,-6579301,-6250336,-5921371,-5855578,-6645094,-6710887,-7960954,-8750470,-7895161,-7237231,-7105645,-6645094,-5987164,-5921371,-6645094,-6316129,-7434610,-8421505,-7895161,-7500403,-7368817,-6645094,-5658199,-5592406,-6842473,-6052957,-6776680,-7763575,-7434610,-7171438,-6908266,-5921371,-5723992,-5658199,-6381922,-6381922,-6381922,-6513508,-6710887,-6579301,-5987164,-5395027,-5658199,-5460820,-6316129,-6250336,-6184543,-6052957,-6052957,-6052957,-5789785,-5526613,-5526613,-5329234,2
1550,'2018/08/22 10:57:13:216',6,-6842473,-6908266,-6776680,-6776680,-6974059,-6776680,-6645094,-6842473,-6513508,-6513508,-6710887,-6645094,-6513508,-6645094,-6908266,-6710887,-6447715,-6381922,-6381922,-6381922,-6842473,-6710887,-6645094,-6842473,-6974059,-6776680,-6513508,-6381922,-6381922,-6381922,-6908266,-6842473,-7105645,-7171438,-6974059,-6710887,-6645094,-6579301,-6381922,-6316129,-6579301,-6842473,-7566196,-7829368,-7171438,-6710887,-6710887,-6645094,-6184543,-6118750,-6645094,-7039852,-8092540,-8553091,-7829368,-7237231,-7105645,-6776680,-6118750,-6052957,-6908266,-6908266,-7829368,-8421505,-7895161,-7566196,-7303024,-6645094,-6118750,-6052957,-6842473,-6381922,-6908266,-7500403,-7303024,-7237231,-7039852,-6250336,-5987164,-5921371,-6579301,-6579301,-6579301,-6579301,-6579301,-6381922,-6118750,-5921371,-5921371,-5789785,-6381922,-6381922,-6381922,-6381922,-6316129,-6184543,-5921371,-5789785,-5855578,-5723992,2
1551,'2018/08/22 10:57:13:233',6,-7237231,-7039852,-6776680,-7171438,-6645094,-6842473,-6710887,-6776680,-6776680,-6710887,-6974059,-6842473,-6842473,-7237231,-6974059,-6974059,-6842473,-6645094,-6579301,-6513508,-6842473,-6710887,-7039852,-7171438,-7105645,-6842473,-6776680,-6513508,-6513508,-6447715,-6776680,-6842473,-7566196,-7368817,-7105645,-6381922,-6645094,-6513508,-6513508,-6447715,-6710887,-7171438,-8224126,-7960954,-7368817,-6447715,-6710887,-6710887,-6579301,-6513508,-6579301,-7237231,-8421505,-8553091,-7829368,-6974059,-6974059,-6974059,-6447715,-6381922,-6579301,-7039852,-7829368,-8421505,-7829368,-7434610,-7105645,-6908266,-6250336,-6250336,-6710887,-6842473,-7039852,-7829368,-7500403,-7566196,-7039852,-6710887,-6184543,-6118750,-6908266,-6776680,-6710887,-6908266,-7105645,-7039852,-6645094,-6250336,-5987164,-5987164,-6710887,-6645094,-6579301,-6579301,-6513508,-6381922,-6184543,-5921371,-5987164,-5987164,2
1552,'2018/08/22 10:57:13:249',6,-6974059,-7105645,-6974059,-6710887,-7500403,-7039852,-6842473,-7105645,-6776680,-6776680,-6974059,-7039852,-6974059,-7039852,-7368817,-7105645,-6776680,-6842473,-6776680,-6776680,-7105645,-7105645,-7368817,-7434610,-7171438,-6842473,-6776680,-6776680,-6776680,-6776680,-7105645,-7039852,-7895161,-7566196,-6974059,-6250336,-6842473,-6776680,-6710887,-6710887,-6908266,-6842473,-8487298,-7763575,-7105645,-5855578,-6908266,-6645094,-6579301,-6579301,-6842473,-6908266,-8618884,-8158333,-7763575,-6381922,-7105645,-6645094,-6513508,-6447715,-6908266,-6908266,-7895161,-8158333,-7895161,-7303024,-7171438,-6579301,-6447715,-6381922,-6908266,-6710887,-6776680,-7697782,-7500403,-7697782,-6974059,-6447715,-6381922,-6381922,-6842473,-6974059,-6710887,-6842473,-6513508,-6776680,-6513508,-6447715,-6250336,-6184543,-6710887,-6842473,-6579301,-6710887,-6381922,-6645094,-6381922,-6316129,-6250336,-6184543,2
